Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
2.0,Sat,2023-08-26,15:30,Freiburg,Werder Bremen,2.4,1.0,1–0,34700.0,Benjamin Brand,2023-2024,Vincenzo Grifo,Marco Friedl,(4-2-2-2),(3-1-4-2),49%,51%,367 of 494 — 74%,71% — 363 of 508,7 of 23 — 30%,7% — 1 of 15,1 of 1 — 100%,85% — 6 of 7,2.0,0,2.0,0,9,8,5,5,20,20,614,616,8,11,11,8,25,23,27,21,3,2,13,8,20,18,87,78
2.0,Sat,2023-08-26,15:30,Bochum,Dortmund,1.0,1.3,1–1,26000.0,Robert Schröder,2023-2024,Anthony Losilla,Emre Can,(3-5-2),(4-1-4-1),36%,64%,202 of 320 — 63%,76% — 439 of 578,7 of 20 — 35%,21% — 3 of 14,2 of 3 — 66%,85% — 6 of 7,2.0,0,1.0,0,21,7,5,4,13,17,453,685,20,15,15,4,22,31,24,14,6,0,12,7,25,28,95,92
2.0,Sat,2023-08-26,15:30,Heidenheim,Hoffenheim,2.4,3.0,2–3,15000.0,Robert Hartmann,2023-2024,Patrick Mainka,Oliver Baumann,(4-4-2),(3-4-3),38%,62%,226 of 340 — 66%,81% — 442 of 548,7 of 19 — 37%,33% — 5 of 15,3 of 5 — 60%,71% — 5 of 7,1.0,0,5.0,0,13,9,10,6,27,25,459,669,14,11,8,13,15,21,32,21,0,1,10,10,30,27,80,83
2.0,Sat,2023-08-26,15:30,Köln,Wolfsburg,0.9,1.7,1–2,49500.0,Matthias Jöllenbeck,2023-2024,Florian Kainz,Koen Casteels,(4-2-3-1),(4-3-3),50%,50%,380 of 508 — 75%,77% — 393 of 513,2 of 13 — 15%,67% — 6 of 9,4 of 6 — 66%,50% — 1 of 2,1.0,0,5.0,0,6,10,6,1,25,6,619,630,14,16,13,8,12,22,11,32,6,0,4,17,33,29,66,78
2.0,Sat,2023-08-26,15:30,Darmstadt 98,Union Berlin,2.3,1.7,1–4,17810.0,Patrick Ittrich,2023-2024,Fabian Holland,Danilho Doekhi,(3-4-3),(3-5-2),73%,27%,572 of 685 — 84%,57% — 148 of 258,6 of 21 — 29%,46% — 6 of 13,2 of 6 — 33%,83% — 5 of 6,2.0,0,3.5,0,15,12,3,5,37,13,785,371,6,15,11,9,16,19,10,32,0,0,5,14,20,20,79,73
2.0,Sat,2023-08-26,18:30,Gladbach,Leverkusen,0.9,2.7,0–3,54042.0,Christian Dingert,2023-2024,Jonas Omlin,Lukáš Hrádecký,(5-4-1),(3-4-3),40%,60%,402 of 494 — 81%,88% — 649 of 740,2 of 12 — 17%,46% — 11 of 24,8 of 11 — 72%,100% — 2 of 2,2.0,0,3.0,0,7,8,5,8,18,10,624,854,20,16,16,9,7,5,22,11,1,2,7,10,12,18,60,48
2.0,Sun,2023-08-27,15:30,Mainz 05,Eint Frankfurt,1.2,1.1,1–1,33305.0,Bastian Dankert,2023-2024,Robin Zentner,Kevin Trapp,(3-4-3),(3-4-3),40%,60%,226 of 356 — 63%,75% — 409 of 543,6 of 12 — 50%,14% — 1 of 7,0 of 1 — 0%,83% — 5 of 6,3.0,0,5.5,0,23,12,5,4,15,15,482,660,23,12,11,3,33,23,19,24,2,0,4,9,11,25,73,75
2.0,Sun,2023-08-27,17:30,Bayern Munich,Augsburg,2.8,0.7,3–1,75000.0,Daniel Siebert,2023-2024,Joshua Kimmich,Ermedin Demirović,(4-2-3-1),(4-2-2-2),61%,39%,562 of 657 — 86%,80% — 337 of 422,4 of 18 — 22%,20% — 2 of 10,1 of 2 — 50%,75% — 3 of 4,1.0,0,2.0,0,14,8,10,4,27,12,745,538,13,18,8,5,13,8,16,26,1,2,7,13,22,14,55,39
3.0,Fri,2023-09-01,20:30,Dortmund,Heidenheim,3.4,2.1,2–2,81365.0,Tobias Reichel,2023-2024,Emre Can,Patrick Mainka,(4-3-3),(4-2-3-1),62%,38%,455 of 560 — 81%,68% — 235 of 346,7 of 18 — 39%,38% — 5 of 13,4 of 5 — 80%,85% — 6 of 7,3.0,0,3.0,0,9,22,3,6,21,19,686,460,12,13,7,8,9,11,18,26,2,3,8,10,19,22,68,64
3.0,Sat,2023-09-02,15:30,Augsburg,Bochum,1.9,1.6,2–2,27424.0,Martin Petersen,2023-2024,Ermedin Demirović,Anthony Losilla,(4-2-2-2),(3-5-2),38%,62%,186 of 311 — 60%,71% — 362 of 507,4 of 11 — 36%,38% — 8 of 21,6 of 8 — 75%,50% — 2 of 4,2.0,0,2.0,0,15,13,3,5,9,18,441,615,11,15,9,4,26,28,31,19,1,3,7,5,25,22,77,87
3.0,Sat,2023-09-02,15:30,Stuttgart,Freiburg,1.7,1.0,5–0,54300.0,Felix Brych,2023-2024,Waldemar Anton,Vincenzo Grifo,(4-2-3-1),(4-2-3-1),48%,52%,454 of 535 — 85%,83% — 474 of 573,6 of 13 — 46%,54% — 7 of 13,7 of 7 — 100%,16% — 1 of 6,1.0,0,1.0,0,9,10,2,4,15,15,635,652,11,18,10,3,10,17,11,12,1,1,3,8,15,19,58,55
3.0,Sat,2023-09-02,15:30,Hoffenheim,Wolfsburg,2.0,1.2,3–1,17500.0,Felix Zwayer,2023-2024,Oliver Baumann,Maximilian Arnold,(3-5-2),(4-3-3),40%,60%,282 of 379 — 74%,84% — 480 of 569,5 of 10 — 50%,54% — 7 of 13,6 of 7 — 85%,40% — 2 of 5,2.0,0,2.0,0,12,15,3,3,13,19,468,656,12,9,9,4,9,7,17,23,4,0,8,5,20,21,73,64
3.0,Sat,2023-09-02,15:30,Werder Bremen,Mainz 05,2.7,0.5,4–0,41000.0,Robert Schröder,2023-2024,Marco Friedl,Robin Zentner,(3-5-2),(3-4-3),45%,55%,296 of 428 — 69%,70% — 361 of 516,5 of 12 — 42%,23% — 3 of 13,3 of 3 — 100%,40% — 2 of 5,2.0,0,2.0,0,18,14,1,7,10,23,562,627,19,14,10,15,28,27,36,13,1,4,9,6,22,29,72,92
3.0,Sat,2023-09-02,15:30,Leverkusen,Darmstadt 98,2.8,0.4,5–1,29653.0,Sven Jablonski,2023-2024,Lukáš Hrádecký,Fabian Holland,(3-4-3),(3-4-1-2),72%,28%,727 of 812 — 90%,71% — 224 of 317,13 of 25 — 52%,20% — 1 of 5,0 of 1 — 0%,61% — 8 of 13,3.0,0,2.0,0,8,11,4,2,14,4,913,427,7,22,4,14,7,6,3,23,1,1,1,6,18,11,24,69
3.0,Sat,2023-09-02,18:30,Gladbach,Bayern Munich,0.3,2.4,1–2,54042.0,Deniz Aytekin,2023-2024,Julian Weigl,Thomas Müller,(4-1-4-1),(4-2-3-1),35%,65%,270 of 371 — 73%,86% — 598 of 695,3 of 7 — 43%,28% — 7 of 25,5 of 7 — 71%,66% — 2 of 3,0.0,0,2.0,0,5,20,1,15,10,35,505,812,25,15,8,7,14,16,41,8,0,1,11,4,12,26,56,47
3.0,Sun,2023-09-03,15:30,Eint Frankfurt,Köln,1.1,0.9,1–1,54000.0,Florian Badstübner,2023-2024,Kevin Trapp,Florian Kainz,(3-4-3),(4-1-4-1),65%,35%,664 of 770 — 86%,74% — 306 of 415,2 of 13 — 15%,17% — 1 of 6,1 of 1 — 100%,50% — 1 of 2,1.0,0,3.0,0,10,10,8,1,18,13,883,527,14,18,7,14,17,11,17,21,2,0,7,8,28,17,54,69
3.0,Sun,2023-09-03,17:30,Union Berlin,RB Leipzig,0.3,1.2,0–3,22012.0,Daniel Schlager,2023-2024,Danilho Doekhi,Willi Orban,(3-4-3),(4-2-2-2),36%,64%,264 of 379 — 70%,83% — 570 of 688,1 of 3 — 33%,50% — 7 of 14,4 of 7 — 57%,100% — 1 of 1,3.0,1,1.0,0,16,9,3,7,15,20,484,801,17,26,9,9,12,22,19,11,1,2,11,6,22,21,63,56
4.0,Fri,2023-09-15,20:30,Bayern Munich,Leverkusen,2.1,2.1,2–2,75000.0,Daniel Schlager,2023-2024,Thomas Müller,Lukáš Hrádecký,(4-2-3-1),(3-4-3),51%,49%,539 of 634 — 85%,85% — 512 of 601,9 of 16 — 56%,33% — 4 of 12,3 of 4 — 75%,77% — 7 of 9,0.0,0,3.0,0,6,6,7,4,20,9,766,744,23,23,9,21,13,7,14,19,1,3,4,7,12,18,47,45
4.0,Sat,2023-09-16,15:30,RB Leipzig,Augsburg,1.1,1.7,3–0,44746.0,Sascha Stegemann,2023-2024,Kevin Kampl,Ermedin Demirović,(4-2-2-2),(3-4-3),54%,46%,451 of 536 — 84%,78% — 356 of 458,6 of 9 — 67%,31% — 5 of 16,5 of 5 — 100%,50% — 3 of 6,0.0,0,0.0,0,16,12,1,6,7,23,643,535,12,10,2,4,9,11,24,9,2,1,10,4,14,20,56,68
4.0,Sat,2023-09-16,15:30,Wolfsburg,Union Berlin,0.4,1.1,2–1,21917.0,Felix Brych,2023-2024,Maximilian Arnold,Christopher Trimmel,(4-2-3-1),(3-5-2),44%,56%,351 of 458 — 77%,81% — 474 of 588,3 of 8 — 38%,32% — 6 of 19,5 of 6 — 83%,33% — 1 of 3,1.0,0,0.0,0,7,7,3,7,12,29,580,706,16,14,13,8,24,22,34,13,3,1,15,7,25,22,84,81
4.0,Sat,2023-09-16,15:30,Köln,Hoffenheim,1.0,1.0,1–3,49300.0,Daniel Siebert,2023-2024,Florian Kainz,Oliver Baumann,(4-2-3-1),(3-5-2),56%,44%,356 of 493 — 72%,69% — 263 of 383,6 of 18 — 33%,38% — 5 of 13,2 of 5 — 40%,83% — 5 of 6,5.5,0,4.0,0,15,14,13,4,44,15,623,535,19,12,13,10,21,11,32,45,3,1,4,13,27,24,57,82
4.0,Sat,2023-09-16,15:30,Freiburg,Dortmund,1.0,2.3,2–4,34700.0,Tobias Stieler,2023-2024,Maximilian Eggestein,Emre Can,(4-2-3-1),(4-3-3),50%,50%,359 of 456 — 79%,82% — 375 of 460,4 of 15 — 27%,47% — 7 of 15,3 of 7 — 42%,50% — 2 of 4,2.0,1,3.0,0,12,16,6,8,19,14,542,553,14,10,3,7,19,19,14,13,3,2,7,11,17,11,72,54
4.0,Sat,2023-09-16,15:30,Mainz 05,Stuttgart,0.9,1.6,1–3,30500.0,Harm Osmers,2023-2024,Robin Zentner,Waldemar Anton,(3-4-3),(4-2-3-1),40%,60%,301 of 422 — 71%,82% — 517 of 628,3 of 15 — 20%,40% — 6 of 15,3 of 6 — 50%,66% — 2 of 3,1.0,0,2.0,0,12,9,6,4,12,9,527,741,11,10,13,8,14,29,23,28,1,1,11,8,30,24,75,62
4.0,Sat,2023-09-16,18:30,Bochum,Eint Frankfurt,2.0,0.6,1–1,26000.0,Benjamin Brand,2023-2024,Anthony Losilla,Kevin Trapp,(3-5-2),(3-4-3),49%,51%,330 of 488 — 68%,69% — 347 of 500,6 of 21 — 29%,75% — 6 of 8,5 of 6 — 83%,100% — 6 of 6,3.0,0,2.0,0,14,14,8,2,25,10,625,648,26,14,12,12,28,22,12,35,0,1,5,13,24,24,93,81
4.0,Sun,2023-09-17,15:30,Heidenheim,Werder Bremen,2.2,3.0,4–2,15000.0,Patrick Ittrich,2023-2024,Patrick Mainka,Marco Friedl,(4-2-3-1),(3-5-2),41%,59%,263 of 371 — 71%,78% — 413 of 529,4 of 17 — 24%,30% — 3 of 10,1 of 3 — 33%,25% — 1 of 4,1.0,0,1.0,0,20,8,10,1,24,13,487,648,11,23,15,3,31,16,17,23,1,2,10,14,15,22,82,80
4.0,Sun,2023-09-17,17:30,Darmstadt 98,Gladbach,1.2,3.9,3–3,17810.0,Timo Gerach,2023-2024,Fabian Holland,Julian Weigl,(3-5-2),(4-2-3-1),37%,63%,256 of 352 — 73%,85% — 517 of 608,8 of 15 — 53%,43% — 9 of 21,6 of 9 — 66%,62% — 5 of 8,1.0,1,1.0,0,12,8,6,6,14,29,456,711,23,11,7,4,12,14,20,12,4,1,15,6,16,17,76,46
5.0,Fri,2023-09-22,20:30,Stuttgart,Darmstadt 98,2.3,0.2,3–1,54000.0,Matthias Jöllenbeck,2023-2024,Waldemar Anton,Fabian Holland,(4-2-3-1),(5-4-1),58%,42%,585 of 683 — 86%,79% — 390 of 495,11 of 18 — 61%,0% — 0 of 4,0 of 0 — %,72% — 8 of 11,1.0,0,6.0,0,7,12,5,4,18,13,791,599,21,15,8,13,13,9,17,14,1,2,3,8,22,11,56,75
5.0,Sat,2023-09-23,15:30,Union Berlin,Hoffenheim,1.6,2.0,0–2,20000.0,Deniz Aytekin,2023-2024,Sheraldo Becker,Oliver Baumann,(3-5-2),(3-5-2),57%,43%,418 of 558 — 75%,73% — 311 of 427,5 of 22 — 23%,20% — 2 of 10,1 of 2 — 50%,100% — 5 of 5,1.0,0,3.0,0,11,13,11,6,37,12,685,577,19,12,8,9,21,17,15,40,0,1,5,14,38,19,85,72
5.0,Sat,2023-09-23,15:30,Dortmund,Wolfsburg,1.7,0.5,1–0,81365.0,Sven Jablonski,2023-2024,Gregor Kobel,Maximilian Arnold,(3-4-3),(4-2-3-1),63%,37%,559 of 652 — 86%,75% — 285 of 379,4 of 18 — 22%,14% — 1 of 7,1 of 1 — 100%,75% — 3 of 4,0.0,0,1.0,0,9,14,5,3,16,14,769,501,22,12,7,12,7,5,15,29,2,2,8,14,18,24,63,57
5.0,Sat,2023-09-23,15:30,Augsburg,Mainz 05,0.8,0.6,2–1,27310.0,Marco Fritz,2023-2024,Ermedin Demirović,Robin Zentner,(3-4-3),(3-4-3),41%,59%,286 of 409 — 70%,76% — 455 of 598,3 of 5 — 60%,17% — 2 of 12,1 of 2 — 50%,33% — 1 of 3,2.0,1,3.0,0,16,15,3,4,14,27,536,703,22,15,7,9,21,32,28,21,1,2,6,2,14,28,81,93
5.0,Sat,2023-09-23,15:30,Gladbach,RB Leipzig,0.8,0.7,0–1,50122.0,Robert Schröder,2023-2024,Julian Weigl,Kevin Kampl,(3-5-2),(4-4-2),45%,55%,382 of 487 — 78%,81% — 484 of 597,1 of 14 — 7%,50% — 4 of 8,3 of 4 — 75%,100% — 1 of 1,1.0,0,1.0,0,14,7,11,6,20,18,597,696,12,22,11,7,16,19,16,12,2,2,4,10,18,19,70,54
5.0,Sat,2023-09-23,15:30,Bayern Munich,Bochum,4.8,0.1,7–0,75000.0,Robert Hartmann,2023-2024,Joshua Kimmich,Anthony Losilla,(4-2-3-1),(3-5-2),62%,38%,534 of 616 — 87%,75% — 287 of 385,14 of 25 — 56%,25% — 1 of 4,1 of 1 — 100%,57% — 8 of 14,0.0,0,1.0,0,8,10,8,1,18,14,732,491,10,25,10,3,17,9,22,19,2,2,9,6,20,7,47,76
5.0,Sat,2023-09-23,18:30,Werder Bremen,Köln,2.1,1.3,2–1,42100.0,Bastian Dankert,2023-2024,Niklas Stark,Florian Kainz,(3-1-4-2),(4-2-3-1),47%,53%,343 of 473 — 73%,73% — 384 of 523,6 of 17 — 35%,29% — 4 of 14,3 of 4 — 75%,66% — 4 of 6,2.0,0,1.0,0,18,15,9,8,12,23,608,645,21,27,3,7,24,20,24,12,1,2,10,6,18,25,66,78
5.0,Sun,2023-09-24,15:30,Leverkusen,Heidenheim,3.4,0.5,4–1,29557.0,Christian Dingert,2023-2024,Lukáš Hrádecký,Patrick Mainka,(3-4-3),(4-2-3-1),71%,29%,779 of 865 — 90%,74% — 264 of 357,9 of 20 — 45%,100% — 2 of 2,1 of 2 — 50%,66% — 6 of 9,1.0,0,1.0,0,9,10,7,2,15,9,964,464,14,16,4,14,14,6,12,23,2,0,2,8,21,22,52,57
5.0,Sun,2023-09-24,17:30,Eint Frankfurt,Freiburg,0.6,0.5,0–0,55800.0,Felix Zwayer,2023-2024,Kevin Trapp,Vincenzo Grifo,(3-4-3),(3-4-3),57%,43%,493 of 609 — 81%,73% — 335 of 461,4 of 12 — 33%,14% — 1 of 7,1 of 1 — 100%,100% — 4 of 4,4.0,0,2.0,0,12,5,7,3,18,13,733,600,18,30,7,15,14,15,20,20,0,4,6,11,26,22,57,84
6.0,Fri,2023-09-29,20:30,Hoffenheim,Dortmund,1.9,1.6,1–3,30150.0,Florian Badstübner,2023-2024,Oliver Baumann,Gregor Kobel,(3-5-2),(4-2-3-1),53%,47%,380 of 478 — 79%,75% — 320 of 425,2 of 14 — 14%,83% — 5 of 6,2 of 5 — 40%,100% — 2 of 2,3.0,0,6.5,0,14,16,4,3,17,17,590,537,14,23,10,8,18,10,18,26,0,2,5,10,27,15,51,68
6.0,Sat,2023-09-30,15:30,Köln,Stuttgart,0.7,2.5,0–2,50000.0,Tobias Stieler,2023-2024,Florian Kainz,Waldemar Anton,(4-1-3-2),(4-2-3-1),40%,60%,325 of 425 — 76%,87% — 552 of 632,5 of 14 — 36%,22% — 4 of 18,2 of 4 — 50%,100% — 5 of 5,2.0,0,1.0,0,16,8,8,4,34,15,528,754,21,20,12,11,13,16,14,29,2,1,10,10,25,25,46,78
6.0,Sat,2023-09-30,15:30,Wolfsburg,Eint Frankfurt,3.2,1.3,2–0,28323.0,Frank Willenborg,2023-2024,Maximilian Arnold,Kevin Trapp,(4-2-3-1),(3-4-3),54%,46%,440 of 540 — 81%,79% — 361 of 459,7 of 17 — 41%,50% — 4 of 8,4 of 4 — 100%,71% — 5 of 7,1.0,0,7.5,0,11,18,7,4,22,8,646,577,15,15,5,10,15,8,11,20,4,3,4,9,23,17,58,68
6.0,Sat,2023-09-30,15:30,Bochum,Gladbach,1.7,2.9,1–3,26000.0,Felix Brych,2023-2024,Anthony Losilla,Julian Weigl,(3-5-2),(3-5-2),58%,42%,341 of 497 — 69%,63% — 225 of 355,4 of 24 — 17%,30% — 8 of 27,5 of 8 — 62%,75% — 3 of 4,2.0,0,3.0,0,12,12,5,10,36,19,609,512,12,10,9,8,33,29,15,46,2,3,11,19,22,15,112,99
6.0,Sat,2023-09-30,15:30,Heidenheim,Union Berlin,0.8,2.2,1–0,15000.0,Sascha Stegemann,2023-2024,Patrick Mainka,Christopher Trimmel,(4-2-3-1),(3-4-3),50%,50%,336 of 460 — 73%,77% — 360 of 468,4 of 10 — 40%,40% — 8 of 20,8 of 8 — 100%,75% — 3 of 4,1.0,0,2.0,0,11,14,5,7,18,30,571,602,18,13,7,17,18,21,30,21,1,1,14,5,29,12,95,80
6.0,Sat,2023-09-30,15:30,Mainz 05,Leverkusen,0.5,1.1,0–3,33305.0,Benjamin Brand,2023-2024,Robin Zentner,Lukáš Hrádecký,(3-4-3),(3-4-3),45%,55%,419 of 523 — 80%,87% — 552 of 637,3 of 10 — 30%,50% — 3 of 6,1 of 3 — 33%,100% — 3 of 3,4.0,0,1.0,0,13,11,3,1,14,8,612,752,12,15,13,7,6,18,8,24,3,1,6,7,19,17,65,44
6.0,Sat,2023-09-30,18:30,RB Leipzig,Bayern Munich,0.7,2.3,2–2,47069.0,Marco Fritz,2023-2024,Kevin Kampl,Joshua Kimmich,(4-2-2-2),(4-2-3-1),35%,65%,301 of 392 — 77%,88% — 639 of 727,2 of 6 — 33%,40% — 4 of 10,3 of 4 — 75%,0% — 0 of 2,2.0,0,5.0,0,10,11,5,1,14,6,521,852,28,22,11,5,5,8,16,15,1,1,6,5,18,25,69,43
6.0,Sun,2023-10-01,15:30,Darmstadt 98,Werder Bremen,2.4,1.5,4–2,17810.0,Martin Petersen,2023-2024,Fabian Holland,Christian Groß,(3-5-2),(3-5-2),43%,57%,280 of 404 — 69%,76% — 410 of 536,4 of 13 — 31%,55% — 6 of 11,4 of 6 — 66%,25% — 1 of 4,3.0,0,2.0,0,19,19,2,4,11,16,528,629,20,10,16,6,22,18,28,11,2,6,2,7,20,28,82,74
6.0,Sun,2023-10-01,17:30,Freiburg,Augsburg,1.0,0.8,2–0,33134.0,Harm Osmers,2023-2024,Vincenzo Grifo,Ermedin Demirović,(3-4-3),(3-4-3),53%,47%,360 of 493 — 73%,71% — 312 of 438,2 of 6 — 33%,23% — 3 of 13,3 of 3 — 100%,50% — 1 of 2,2.0,0,2.0,0,13,17,2,3,14,14,623,551,24,11,6,11,18,22,27,19,0,2,9,3,22,24,75,77
7.0,Fri,2023-10-06,20:30,Gladbach,Mainz 05,2.3,0.8,2–2,51529.0,Sven Jablonski,2023-2024,Julian Weigl,Robin Zentner,(3-5-2),(3-4-3),60%,40%,515 of 648 — 79%,73% — 314 of 431,9 of 21 — 43%,50% — 7 of 14,5 of 7 — 71%,77% — 7 of 9,3.0,0,1.0,0,9,9,10,3,34,10,762,569,19,14,12,14,18,20,16,34,1,1,2,3,25,22,80,88
7.0,Sat,2023-10-07,15:30,Augsburg,Darmstadt 98,0.9,1.8,1–2,29200.0,Deniz Aytekin,2023-2024,Ermedin Demirović,Fabian Holland,(3-4-3),(3-4-1-2),48%,52%,296 of 419 — 71%,79% — 362 of 460,3 of 18 — 17%,25% — 4 of 16,3 of 4 — 75%,66% — 2 of 3,4.0,0,2.0,0,13,12,4,4,29,14,518,576,9,11,9,7,16,18,13,44,6,1,5,11,22,12,78,72
7.0,Sat,2023-10-07,15:30,Stuttgart,Wolfsburg,2.7,1.2,3–1,52000.0,Daniel Siebert,2023-2024,Waldemar Anton,Maximilian Arnold,(4-2-3-1),(4-2-3-1),59%,41%,517 of 614 — 84%,75% — 318 of 426,7 of 13 — 54%,42% — 5 of 12,4 of 5 — 80%,71% — 5 of 7,1.0,0,3.0,0,13,14,5,6,15,13,742,556,16,19,6,6,15,13,10,18,5,0,6,3,17,16,58,70
7.0,Sat,2023-10-07,15:30,RB Leipzig,Bochum,2.5,0.4,0–0,44269.0,Timo Gerach,2023-2024,Kevin Kampl,Anthony Losilla,(4-4-2),(3-5-2),75%,25%,639 of 741 — 86%,60% — 145 of 241,3 of 15 — 20%,22% — 2 of 9,2 of 2 — 100%,100% — 3 of 3,2.0,0,4.0,0,10,13,9,1,35,6,837,372,12,26,10,13,18,9,11,33,1,3,6,10,19,19,57,65
